name,zip_code,city,state_code,address,phone,categories,id,is_close,price,rating,review_number,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19
Hendriks,10016,New York,NY,557 Third Ave_New York_ NY 10016_,(212) 686-8080,American_newseafood;burgers;,hendriks-new-york,FALSE,$$,4,248,,,,,,,,,,,,,,,,,,,
Melba's,10026,New York,NY,300 W 114th St_New York_ NY 10026_,(212) 864-7777,southern;tradamerican;soulfood;,melbas-new-york,FALSE,$$,4,677,,,,,,,,,,,,,,,,,,,
The Horny Ram,10022,New York,NY,951 2nd Ave_New York_ NY 10022_,(917) 261-4136,American_newvenues;,the-horny-ram-new-york-2,FALSE,$$,4,65,,,,,,,,,,,,,,,,,,,
Polpette 71,10023,New York,NY,71 West 71st St_New York_ NY 10023_,(212) 875-1512,Italian,polpette-71-new-york,FALSE,$$,4,29,,,,,,,,,,,,,,,,,,,
Nerai,10022,New York,NY,55 E 54th St_New York_ NY 10022_,(212) 759-5554,greek;mediterranean;,nerai-new-york,FALSE,$$$,4.5,305,,,,,,,,,,,,,,,,,,,
The Cellar,10003,New York,NY,900 Broadway_New York_ NY 10003_,(212) 466-3340,wine_bars;American_newtapasmallplates;,the-cellar-new-york,FALSE,$$,4,538,,,,,,,,,,,,,,,,,,,
Characters NYC,10019,New York,NY,243 W 54th St_New York_ NY 10019_,(212) 459-8904,bars;tradamerican;,characters-nyc-new-york,FALSE,$$,3.5,53,,,,,,,,,,,,,,,,,,,
Momosan Ramen & Sake,10016,New York,NY,342 Lexington Ave_New York_ NY 10016_,(646) 201-5529,ramen;,momosan-ramen-and-sake-new-york-2,FALSE,$$,4,805,,,,,,,,,,,,,,,,,,,
Park Avenue Autumn/Winter/Spring/Summer,10010,New York,NY,360 Park Ave S_New York_ NY 10010_,(212) 951-7111,American_new,park-avenue-autumn-winter-spring-summer-new-york-3,FALSE,$$$,4,509,,,,,,,,,,,,,,,,,,,
Riverpark,10016,New York,NY,450 E 29th St_New York_ NY 10016_,(212) 729-9790,American_newbreakfast_brunch;venues;,riverpark-new-york,FALSE,$$$,4,604,,,,,,,,,,,,,,,,,,,
Library Bar at Hudson,10019,New York,NY,Hudson Hotel_358 W 58th St_New York_ NY 10019_,(212) 554-6000,lounges;,library-bar-at-hudson-new-york,FALSE,$$$,4,175,,,,,,,,,,,,,,,,,,,
Aureole,10036,New York,NY,135 W 42nd St_New York_ NY 10036_,(212) 319-1660,American_new,aureole-new-york,FALSE,$$$$,4,682,,,,,,,,,,,,,,,,,,,
Jimmy's Corner,10036,New York,NY,140 W 44th St_New York_ NY 10036_,(212) 221-9510,sportsbars;divebars;,jimmys-corner-new-york,FALSE,$,4,465,,,,,,,,,,,,,,,,,,,
The Top of The Standard,10014,New York,NY,848 Washington St_New York_ NY 10014_,(212) 645-7600,lounges;danceclubs;,the-top-of-the-standard-new-york,FALSE,$$$$,3.5,327,,,,,,,,,,,,,,,,,,,
Sister Jane NYC,10003,New York,NY,349 E 13th St_New York_ NY 10003_,(917) 265-8234,tradamerican;bars;,sister-jane-nyc-new-york,FALSE,$$,4,10,,,,,,,,,,,,,,,,,,,
The Spaniard,10014,New York,NY,190 W 4th St_New York_ NY 10014_,(212) 918-1986,bars;American_new,the-spaniard-new-york,FALSE,$$,4,44,,,,,,,,,,,,,,,,,,,
Distilled,10013,New York,NY,211 W Broadway_New York_ NY 10013_,(212) 601-9514,American_newcocktailbars;breakfast_brunch;,distilled-new-york,FALSE,$$,4,598,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zurutto Ramen & Gyoza Bar,10023,New York,NY,142 W 72nd St_New York_ NY 10023_,(212) 498-0022,ramen;bars;,zurutto-ramen-and-gyoza-bar-new-york-2,FALSE,$$,4,148,,,,,,,,,,,,,,,,,,,
Per Se,10019,New York,NY,10 Columbus Cir_Fl 4_Time Warner Ctr_New York_ NY 10019_,(212) 823-9335,french;,per-se-new-york,FALSE,$$$$,4.5,1259,,,,,,,,,,,,,,,,,,,
Death Ave,10001,New York,NY,315 10th Ave_New York_ NY 10001_,(212) 695-8080,greek;American_newbeergardens;,death-ave-new-york-2,FALSE,$$,4,206,,,,,,,,,,,,,,,,,,,
Tsurutontan Udon Noodle Brasserie,10003,New York,NY,21 E 16th St_New York_ NY 10003_,(212) 989-1000,Japanesenoodles;soup;,tsurutontan-udon-noodle-brasserie-new-york,FALSE,$$,4,596,,,,,,,,,,,,,,,,,,,
Caledonia UWS,10024,New York,NY,424 Amsterdam Ave_New York_ NY 10024_,(917) 388-2342,cocktailbars;whiskeybars;tradamerican;,caledonia-uws-new-york,FALSE,$$,4.5,32,,,,,,,,,,,,,,,,,,,
Come Prima Ristorante,10021,New York,NY,903 Madison Ave_New York_ NY 10021_,(212) 517-7700,bars;Italian,come-prima-ristorante-new-york-2,FALSE,$$$,4.5,52,,,,,,,,,,,,,,,,,,,
Scarpetta,10014,New York,NY,355 W 14th St_New York_ NY 10014_,(212) 691-0555,Italian,scarpetta-new-york,FALSE,$$$,4,1495,,,,,,,,,,,,,,,,,,,
North End Grill,10282,New York,NY,104 N End Ave_New York_ NY 10282_,(646) 747-1600,bars;tradamerican;pizza;,north-end-grill-new-york,FALSE,$$$,4,337,,,,,,,,,,,,,,,,,,,
Upstairs at 21,10019,New York,NY,21 W 52nd St_New York_ NY 10019_,(212) 582-7200,American_new,upstairs-at-21-new-york,FALSE,$$$$,4.5,7,,,,,,,,,,,,,,,,,,,
The Brazen Tavern,10036,New York,NY,356 W 44th St_New York_ NY 10036_,(646) 678-5989,bars;American_new,the-brazen-tavern-new-york,FALSE,$$,4.5,102,,,,,,,,,,,,,,,,,,,
Loi Estiatorio,10019,New York,NY,132 W 58th St_New York_ NY 10019_,(212) 713-0015,greek;mediterranean;desserts;,loi-estiatorio-new-york,FALSE,$$$,4.5,202,,,,,,,,,,,,,,,,,,,
Joseph Leonard,10014,New York,NY,170 Waverly Pl_New York_ NY 10014_,(646) 429-8383,American_newfrench;,joseph-leonard-new-york,FALSE,$$,4,560,,,,,,,,,,,,,,,,,,,
Angela's Montana Table,10128,New York,NY,1750 2nd Ave_New York_ NY 10128_,(646) 912-9507,American_newburgers;salad;,angelas-montana-table-new-york,FALSE,$$,4,70,,,,,,,,,,,,,,,,,,,
Root & Bone,10009,New York,NY,200 E 3rd St_New York_ NY 10009_,(646) 682-7080,southern;comfortfood;desserts;,root-and-bone-new-york,FALSE,$$,4,1050,,,,,,,,,,,,,,,,,,,
Rocket Pig,10001,New York,NY,463 W 24th St_New York_ NY 10001_,(212) 645-5660,American_new,rocket-pig-new-york,FALSE,$$,4.5,158,,,,,,,,,,,,,,,,,,,
Blue Hill,10011,New York,NY,75 Washington Pl_New York_ NY 10011_,(212) 539-1776,American_new,blue-hill-new-york,FALSE,$$$$,4.5,809,,,,,,,,,,,,,,,,,,,
BG Restaurant,10019,New York,NY,754 5th Ave_New York_ NY 10019_,(212) 872-8977,American_newtea;,bg-restaurant-new-york-2,FALSE,$$$,4,270,,,,,,,,,,,,,,,,,,,
The Musket Room,10012,New York,NY,265 Elizabeth St_New York_ NY 10012_,(212) 219-0764,American_newcocktailbars;,the-musket-room-new-york,FALSE,$$$,4.5,287,,,,,,,,,,,,,,,,,,,
Sojourn,10075,New York,NY,244 E 79th St_New York_ NY 10075_,(212) 537-7745,American_newtapasmallplates;breakfast_brunch;,sojourn-new-york,FALSE,$$,4,457,,,,,,,,,,,,,,,,,,,
Riverwalk Bar & Grill,10044,Roosevelt Island,NY,425 Main St_Roosevelt Island_ NY 10044_,(646) 833-7050,tradamerican;bars;,riverwalk-bar-and-grill-roosevelt-island,FALSE,$$,3.5,175,,,,,,,,,,,,,,,,,,,
Sottosuolo NYC,10016,New York,NY,122 E 27th St_New York_ NY 10016_,(646) 610-9695,Italianwine_bars;,sottosuolo-nyc-new-york,FALSE,$$,4.5,28,,,,,,,,,,,,,,,,,,,
Flora Bar,10021,New York,NY,945 Madison Ave_New York_ NY 10021_,(646) 558-5383,bars;,flora-bar-new-york,FALSE,$$$$,3.5,31,,,,,,,,,,,,,,,,,,,
L'Artusi,10014,New York,NY,228 W 10th St_New York_ NY 10014_,(212) 255-5757,Italian,l-artusi-new-york,FALSE,$$$,4.5,1307,,,,,,,,,,,,,,,,,,,
Union Bar & Kitchen,10013,New York,NY,300 Spring St_New York_ NY 10013_,(646) 791-0005,American_newbars;tradamerican;,union-bar-and-kitchen-new-york,FALSE,$$,4.5,181,,,,,,,,,,,,,,,,,,,
Yakitori Totto,10019,New York,NY,251 W 55th St_Fl 2_New York_ NY 10019_,(212) 245-4555,Japanese,yakitori-totto-new-york,FALSE,$$$,4,1073,,,,,,,,,,,,,,,,,,,
Del Frisco's Grille,10020,New York,NY,60 Rockefeller Plz_Ste H_New York_ NY 10020_,(212) 767-0371,steak;American_newtradamerican;,del-friscos-grille-new-york,FALSE,$$$,3.5,507,,,,,,,,,,,,,,,,,,,
The Wild Son,10014,New York,NY,53 Little W 12th St_New York_ NY 10014_,(212) 727-7900,American_newcocktailbars;breakfast_brunch;,the-wild-son-new-york,FALSE,$$,4.5,136,,,,,,,,,,,,,,,,,,,
Momofuku Ssam Bar,10003,New York,NY,207 2nd Ave_New York_ NY 10003_,(212) 254-3500,American_new,momofuku-ssam-bar-new-york-5,FALSE,$$$,4,2087,,,,,,,,,,,,,,,,,,,
Raku,10003,New York,NY,342 E 6th St_New York_ NY 10003_,(212) 228-1324,Japanesenoodles;,raku-new-york-4,FALSE,$$,4.5,440,,,,,,,,,,,,,,,,,,,
Le Botaniste,10065,New York,NY,833 Lexington Ave_New York_ NY 10065_,(917) 262-0766,wine_bars;vegan;organic_stores;,le-botaniste-new-york,FALSE,$$,4.5,201,,,,,,,,,,,,,,,,,,,
Midwinter Kitchen,10003,New York,NY,327 2nd Ave_New York_ NY 10003_,(212) 505-8500,comfortfood;breakfast_brunch;,midwinter-kitchen-new-york,FALSE,$$,4.5,222,,,,,,,,,,,,,,,,,,,
Barbuto,10014,New York,NY,775 Washington St_New York_ NY 10014_,(212) 924-9700,ItalianAmerican_new,barbuto-new-york,FALSE,$$$,4,737,,,,,,,,,,,,,,,,,,,
Pulperia UES,10028,New York City,NY,1626 2nd Ave_New York City_ NY 10028_,(212) 933-0757,latin;seafood;cocktailbars;,pulperia-ues-new-york-city,FALSE,$$,4,451,,,,,,,,,,,,,,,,,,,
Black Barn,10010,New York,NY,19 E 26th St_New York_ NY 10010_,(212) 265-5959,American_newbreakfast_brunch;,black-barn-new-york,FALSE,$$$,3.5,254,,,,,,,,,,,,,,,,,,,
Bill's Townhouse,10022,New York,NY,57 E 54th St_New York_ NY 10022_,(212) 518-2727,American_newsalad;sandwiches;,bills-townhouse-new-york,FALSE,$$$,4.5,45,,,,,,,,,,,,,,,,,,,
Bemelmans Bar,10021,New York,NY,35 E 76th St_Carlyle Hotel_New York_ NY 10021_,(212) 744-1600,bars;,bemelmans-bar-new-york,FALSE,$$$$,4,226,,,,,,,,,,,,,,,,,,,
Allora Ristorante,10017,New York,NY,145 E 47th St_New York_ NY 10017_,(212) 754-9800,Italianbars;,allora-ristorante-new-york-2,FALSE,$$$,4.5,62,,,,,,,,,,,,,,,,,,,
Extra Virgin,10014,New York,NY,259 W 4th St_New York_ NY 10014_,(212) 691-9359,seafood;greek;Italian,extra-virgin-new-york,FALSE,$$,4,1021,,,,,,,,,,,,,,,,,,,
The Parlour at The Roger Hotel,10016,New York,NY,131 Madison Ave_New York_ NY 10016_,(212) 448-7000,American_newcocktailbars;,the-parlour-at-the-roger-hotel-new-york,FALSE,$$,4.5,5,,,,,,,,,,,,,,,,,,,
Bottle and Bine,10022,New York,NY,1085 2nd Ave_New York_ NY 10022_,(212) 888-7405,wine_bars;American_newcocktailbars;,bottle-and-bine-new-york,FALSE,$$,4,90,,,,,,,,,,,,,,,,,,,
Point Pleasant Deli,10044,New York,NY,River Rd_New York_ NY 10044_,,tradamerican;,point-pleasant-deli-new-york,FALSE,,,,,,,,,,,,,,,,,,,,,,
Wajima Japanese Restaurant,10021,New York,NY,134 E 61st St_New York_ NY 10021_,(212) 813-9065,Japanesenoodles;seafood;,wajima-japanese-restaurant-new-york,FALSE,$$,4,263,,,,,,,,,,,,,,,,,,,
Pulperia 57th,10022,New York City,NY,151 E 57th St_New York City_ NY 10022_,(917) 475-1001,latin;seafood;cocktailbars;,la-pulperia-57-new-york-city,FALSE,$$,5,21,,,,,,,,,,,,,,,,,,,
Five Senses,10001,New York,NY,9 W 32nd St_New York_ NY 10001_,(212) 441-0005,korean;bbq;,five-senses-new-york,FALSE,$$,4,684,,,,,,,,,,,,,,,,,,,
Limani,10111,New York,NY,45 Rockerfeller Plz_New York_ NY 10111_,(212) 858-9200,mediterranean;seafood;,limani-new-york,FALSE,$$$,4,224,,,,,,,,,,,,,,,,,,,
The Gander,10011,New York,NY,15 W 18th St_New York_ NY 10011_,(212) 229-9500,American_new,the-gander-new-york,FALSE,$$$,3.5,295,,,,,,,,,,,,,,,,,,,
Hudson Bar Room,10001,New York,NY,444 10th Ave_New York_ NY 10001_,(855) 811-0007,tradamerican;bars;,hudson-bar-room-new-york,FALSE,,,,,,,,,,,,,,,,,,,,,,
foreign_name,10014,New York,NY,641 Hudson_New York_ NY 10014_,(646) 657-0045,American_newmodern_european;,error id,FALSE,$$$$,4,44,,,,,,,,,,,,,,,,,,,
Bevy,10019,New York,NY,153 W 57th St_Fl 3_New York_ NY 10019_,(212) 897-2188,American_newbars;desserts;,bevy-new-york,FALSE,$$$,5,9,,,,,,,,,,,,,,,,,,,
Briciola,10019,New York,NY,370 W 51st St_New York_ NY 10019_,(646) 678-5763,Italianwine_bars;tapas;,briciola-new-york,FALSE,$$,4,529,,,,,,,,,,,,,,,,,,,
Minetta Tavern,10012,New York,NY,113 Macdougal St_New York_ NY 10012_,(212) 475-3850,french;American_newbreakfast_brunch;,minetta-tavern-new-york,FALSE,$$$,4,1796,,,,,,,,,,,,,,,,,,,
Atera,10013,New York,NY,77 Worth St_New York_ NY 10013_,(212) 226-1444,tradamerican;,atera-new-york,FALSE,$$$$,4.5,186,,,,,,,,,,,,,,,,,,,
Toloache,10019,New York,NY,251 W 50th St_New York_ NY 10019_,(212) 581-1818,mexican;,toloache-new-york-2,FALSE,$$$,4,1428,,,,,,,,,,,,,,,,,,,
Ootoya Times Square,10036,New York,NY,141 W 41st St_New York_ NY 10036_,(212) 704-0833,Japanese,ootoya-times-square-new-york-2,FALSE,$$,4,556,,,,,,,,,,,,,,,,,,,
Benemon,10003,New York,NY,108 E 4th St_New York_ NY 10003_,(212) 614-3006,Japanesecomfortfood;tapasmallplates;,benemon-new-york,FALSE,$$,4.5,242,,,,,,,,,,,,,,,,,,,
PMF Pardon My French,10009,New York,NY,103 Ave B_New York_ NY 10009_,(212) 358-9683,french;cocktailbars;breakfast_brunch;,pmf-pardon-my-french-new-york,FALSE,$$,4,498,,,,,,,,,,,,,,,,,,,
CHOCHIN,10128,New York,NY,310 E 93rd St_New York_ NY 10128_,,Japanese,chochin-new-york-2,FALSE,$$,4.5,48,,,,,,,,,,,,,,,,,,,
Barn Joo,10003,New York,NY,35 Union Sq W_New York_ NY 10003_,(646) 398-9663,korean;bbq;cocktailbars;,barn-joo-new-york-3,FALSE,$$,4,977,,,,,,,,,,,,,,,,,,,
Pure Thai Cookhouse,10019,New York,NY,766 9th Ave_New York_ NY 10019_,(212) 581-0999,thai;,pure-thai-cookhouse-new-york,FALSE,$$,4,1902,,,,,,,,,,,,,,,,,,,
Topaz Noodle Bar,10019,New York,NY,129 W 56th St_New York_ NY 10019_,(212) 247-2277,thai;,topaz-noodle-bar-new-york,FALSE,$$,4,254,,,,,,,,,,,,,,,,,,,
Jongro BBQ,10001,New York,NY,22 W 32nd St_New York_ NY 10001_,(212) 473-2233,korean;bbq;beerbar;,jongro-bbq-new-york-3,FALSE,$$,4,846,,,,,,,,,,,,,,,,,,,
Kilo,10019,New York,NY,857 9th Ave_New York_ NY 10019_,(212) 707-8770,tapas;wine_bars;modern_european;,kilo-new-york,FALSE,$$,4,332,,,,,,,,,,,,,,,,,,,
Aunt Jake's,10013,New York,NY,151 Mulberry St_New York_ NY 10013_,(646) 858-0470,Italianwine_bars;pastashops;,aunt-jakes-new-york,FALSE,$$,4,330,,,,,,,,,,,,,,,,,,,
Vivolo Restaurant,10021,New York,NY,140 E 74th St_New York_ NY 10021_,(212) 737-3533,Italian,vivolo-restaurant-new-york-3,FALSE,$$,4,137,,,,,,,,,,,,,,,,,,,
Sweet Chick,10002,New York,NY,178 Ludlow St_New York_ NY 10002_,(646) 657-0233,tradamerican;,sweet-chick-new-york,FALSE,$$,4,937,,,,,,,,,,,,,,,,,,,
Casellula,10019,New York,NY,401 W 52nd St_New York_ NY 10019_,(212) 247-8137,wine_bars;American_new,casellula-new-york,FALSE,$$,4,795,,,,,,,,,,,,,,,,,,,
Gato,10012,New York,NY,324 Lafayette St_New York_ NY 10012_,(212) 334-6400,mediterranean;spanish;bars;,gato-new-york,FALSE,$$$,4,819,,,,,,,,,,,,,,,,,,,
Sauce & Barrel,10006,New York,NY,97 Washington St_New York_ NY 10006_,(212) 480-6800,cocktailbars;Italianpizza;,sauce-and-barrel-new-york,FALSE,$$,4,98,,,,,,,,,,,,,,,,,,,
The Greek,10013,New York,NY,458 Greenwich St_New York_ NY 10013_,(646) 476-3941,greek;mediterranean;cocktailbars;,the-greek-new-york,FALSE,$$$,4.5,369,,,,,,,,,,,,,,,,,,,
The Guthrie Inn,10029,New York,NY,1259 Park Ave_New York_ NY 10029_,,cocktailbars;,the-guthrie-inn-new-york,FALSE,$$,4.5,99,,,,,,,,,,,,,,,,,,,
Craft,10003,New York,NY,43 E 19th St_New York_ NY 10003_,(212) 780-0880,American_new,craft-new-york,FALSE,$$$$,4,839,,,,,,,,,,,,,,,,,,,
Public Kitchen,10002,New York,NY,215 Chrystie St_New York_ NY 10002_,(212) 735-6000,breakfast_brunch;American_new,public-kitchen-new-york-2,FALSE,$$,4.5,15,,,,,,,,,,,,,,,,,,,
Massoni,10016,New York,NY,11 E 31st St_New York_ NY 10016_,(212) 951-1141,Italianbars;,massoni-new-york-2,FALSE,$$$,4.5,89,,,,,,,,,,,,,,,,,,,
Soba Totto,10017,New York,NY,211 E 43rd St_New York_ NY 10017_,(212) 557-8200,Japanese,soba-totto-new-york,FALSE,$$,4,642,,,,,,,,,,,,,,,,,,,
Gardenia,10014,New York,NY,64 Downing St_New York_ NY 10014_,(212) 604-0500,mediterranean;latin;cocktailbars;,gardenia-new-york,FALSE,$$,4,150,,,,,,,,,,,,,,,,,,,
The Modern - Bar Room,10019,New York,NY,9 W 53rd St_New York_ NY 10019_,(212) 333-1220,lounges;french;,the-modern-bar-room-new-york,FALSE,$$$,4,426,,,,,,,,,,,,,,,,,,,
Little Park,10007,New York,NY,85 W Broadway_New York_ NY 10007_,(212) 220-4110,American_newseafood;salad;,little-park-new-york,FALSE,$$$,4,260,,,,,,,,,,,,,,,,,,,
Nyonya,10013,New York,NY,199 Grand St_New York_ NY 10013_,(212) 334-3669,asianfusion;malaysian;chinese;,nyonya-new-york,FALSE,$$,4,1578,,,,,,,,,,,,,,,,,,,
Sushi Yasaka,10023,New York,NY,251 W 72nd St_New York_ NY 10023_,(212) 496-8460,Japanesesushi;noodles;,sushi-yasaka-new-york,FALSE,$$,4,1267,,,,,,,,,,,,,,,,,,,
Tiella,10065,New York,NY,1109 1st Ave_New York_ NY 10065_,(212) 588-0100,Italian,tiella-new-york,FALSE,$$$,4.5,155,,,,,,,,,,,,,,,,,,,
Vic's,10012,New York,NY,31 Great Jones St_New York_ NY 10012_,(212) 253-5700,bars;American_newItalian,vics-new-york,FALSE,$$,4,259,,,,,,,,,,,,,,,,,,,
Market Table,10014,New York,NY,54 Carmine St_New York_ NY 10014_,(212) 255-2100,American_new,market-table-new-york,FALSE,$$$,4,704,,,,,,,,,,,,,,,,,,,
Union Square Cafe,10003,New York,NY,101 E 19th St_New York_ NY 10003_,(212) 243-4020,American_newcafes;bars;,union-square-cafe-new-york-3,FALSE,$$$,4,936,,,,,,,,,,,,,,,,,,,
Wall 88 Restaurant,10003,New York,NY,104 2nd Ave_New York_ NY 10003_,(212) 475-0595,American_newbeerbar;burgers;,wall-88-restaurant-new-york,FALSE,$$,4.5,37,,,,,,,,,,,,,,,,,,,
Narcissa,10003,New York,NY,25 Cooper Sq_New York_ NY 10003_,(212) 228-3344,American_new,narcissa-new-york,FALSE,$$$,4,371,,,,,,,,,,,,,,,,,,,
Becco,10036,New York,NY,355 W 46th St_New York_ NY 10036_,(212) 397-7597,Italian,becco-new-york-4,FALSE,$$$,4,2144,,,,,,,,,,,,,,,,,,,
Trattoria Dell'Arte,10019,New York,NY,900 7th Ave_New York_ NY 10019_,(212) 245-9800,Italian,trattoria-dellarte-new-york,FALSE,$$$,4,663,,,,,,,,,,,,,,,,,,,
District Tap House,10018,New York,NY,246 W 38th St_New York_ NY 10018_,(212) 221-1822,sportsbars;pubs;American_new,district-tap-house-new-york,FALSE,$$,4,545,,,,,,,,,,,,,,,,,,,
Izakaya NoMad,10010,New York,NY,13 W 26th St_New York_ NY 10010_,(212) 213-6258,gastropubs;izakaya;bars;,izakaya-nomad-new-york,FALSE,$$,4,423,,,,,,,,,,,,,,,,,,,
Seamore's,10011,New York,NY,161 8th Ave_New York_ NY 10011_,(212) 597-9222,seafood;wine_bars;,seamores-new-york-6,FALSE,$$$,3.5,26,,,,,,,,,,,,,,,,,,,
Somm Time,10022,New York,NY,959 2nd Ave_New York_ NY 10022_,(212) 888-7404,wine_bars;American_newbreakfast_brunch;,somm-time-new-york-2,FALSE,$$,4.5,30,,,,,,,,,,,,,,,,,,,
Her Name Is Han,10016,New York,NY,17 E 31st St_New York_ NY 10016_,(212) 779-9990,korean;,her-name-is-han-new-york-3,FALSE,$$,4,585,,,,,,,,,,,,,,,,,,,
La Lanterna di Vittorio,10012,New York,NY,129 MacDougal St_New York_ NY 10012_,(212) 529-5945,Italian,la-lanterna-di-vittorio-new-york,FALSE,$$,4,1155,,,,,,,,,,,,,,,,,,,
The Spotted Dog,10065,New York,NY,1154 1st Ave_New York_ NY 10065_,(646) 649-5331,british;irish;tradamerican;,the-spotted-dog-new-york,FALSE,$$,4.5,31,,,,,,,,,,,,,,,,,,,
Bistango,10022,New York,NY,145 E 50th St_The Kimberly Hotel_New York_ NY 10022_,(212) 888-4121,Italiangluten_free;cocktailbars;,bistango-new-york-8,FALSE,$$,4,136,,,,,,,,,,,,,,,,,,,
Tuome,10009,New York,NY,536 E 5th St_New York_ NY 10009_,(646) 833-7811,American_newchinese;,tuome-new-york-2,FALSE,$$$,4,269,,,,,,,,,,,,,,,,,,,
GLORIA,10019,New York,NY,401 West 53rd St_New York_ NY 10019_,(212) 956-0709,seafood;,gloria-new-york,FALSE,$$$,4.5,40,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brindle Room,10009,New York,NY,277 E 10th St_New York_ NY 10009_,(212) 529-9702,American_newbars;breakfast_brunch;,brindle-room-new-york,FALSE,$$,4,790,,,,,,,,,,,,,,,,,,,
AOC East,10028,New York,NY,1590 1st Ave_New York_ NY 10028_,(646) 998-5749,wine_bars;french;seafood;,aoc-east-new-york,FALSE,$$,4,36,,,,,,,,,,,,,,,,,,,
La Grenouille,10022,New York,NY,3 E 52nd St_New York_ NY 10022_,(212) 752-1495,french;venues;,la-grenouille-new-york,FALSE,$$$$,4,329,,,,,,,,,,,,,,,,,,,
Shrine,10030,New York,NY,2271 Adam Clayton Powell Blvd_New York_ NY 10030_,(212) 690-7807,bars;musicvenues;,shrine-new-york,FALSE,$$,4,198,,,,,,,,,,,,,,,,,,,
foreign_name,10128,New York,NY,44 E 92nd St_New York_ NY 10128_,(212) 348-8125,french;,error id,FALSE,$$,4,123,,,,,,,,,,,,,,,,,,,
Rubirosa,10012,New York,NY,235 Mulberry St_New York_ NY 10012_,(212) 965-0500,Italianpizza;,rubirosa-new-york-2,FALSE,$$,4,1236,,,,,,,,,,,,,,,,,,,
Mamasita Bar & Grill,10019,New York,NY,818 10th Ave_New York_ NY 10019_,(212) 315-9444,mexican;bars;,mamasita-bar-and-grill-new-york,FALSE,$$,4,481,,,,,,,,,,,,,,,,,,,
Casa Nonna,10018,New York,NY,310 W 38th St_New York_ NY 10018_,(212) 736-3000,Italian,casa-nonna-new-york-2,FALSE,$$$,4,362,,,,,,,,,,,,,,,,,,,
Dig Inn,10128,New York,NY,1297 Lexington Ave_New York_ NY 10128_,(212) 545-7867,American_new,dig-inn-new-york-20,FALSE,$$,4,52,,,,,,,,,,,,,,,,,,,
Quality Meats,10019,New York,NY,57 W 58th St_New York_ NY 10019_,(212) 371-7777,seafood;steak;,quality-meats-new-york,FALSE,$$$$,4,1502,,,,,,,,,,,,,,,,,,,
Swine,10014,New York,NY,531 Hudson St_New York_ NY 10014_,(212) 255-7675,American_newbars;desserts;,swine-new-york,FALSE,$$,4,397,,,,,,,,,,,,,,,,,,,
RARE View Rooftop Chelsea,10001,New York,NY,152 W 26th St_New York_ NY 10001_,(212) 807-7273,cocktailbars;venues;,rare-view-rooftop-chelsea-new-york,FALSE,$$,3.5,160,,,,,,,,,,,,,,,,,,,
Ai Fiori,10018,New York,NY,400 5th Ave_2nd level_New York_ NY 10018_,(212) 613-8660,Italianfrench;seafood;,ai-fiori-new-york,FALSE,$$$$,4,918,,,,,,,,,,,,,,,,,,,
Mokja,10025,New York,NY,852 Amsterdam_New York_ NY 10025_,(646) 964-4296,korean;,mokja-new-york-3,FALSE,$$,4,68,,,,,,,,,,,,,,,,,,,
Pepe Giallo,10001,New York,NY,195 10th Ave_New York_ NY 10001_,(212) 242-6055,Italian,pepe-giallo-new-york,FALSE,$$,4,442,,,,,,,,,,,,,,,,,,,
Piora,10014,New York,NY,430 Hudson St_New York_ NY 10014_,(212) 960-3801,American_new,piora-new-york,FALSE,$$$$,4,236,,,,,,,,,,,,,,,,,,,
B Squared,10036,New York,NY,679 9th Ave_New York_ NY 10036_,(646) 362-3171,Italianpizza;,b-squared-new-york,FALSE,$$,4.5,181,,,,,,,,,,,,,,,,,,,
Two Hands Restaurant & Bar,10013,New York,NY,251 Church St_New York_ NY 10013_,,bars;cafes;,two-hands-restaurant-and-bar-new-york,FALSE,$$,4,153,,,,,,,,,,,,,,,,,,,
Joe Allen,10036,New York,NY,326 W 46th St_New York_ NY 10036_,(212) 581-6464,tradamerican;wine_bars;sandwiches;,joe-allen-new-york,FALSE,$$,4,291,,,,,,,,,,,,,,,,,,,
Emily West Village,10014,New York,NY,35 Downing St_New York_ NY 10014_,(917) 935-6434,pizza;burgers;,emily-west-village-new-york,FALSE,$$$,4.5,18,,,,,,,,,,,,,,,,,,,
Buvette,10014,New York,NY,42 Grove St_New York_ NY 10014_,(212) 255-3590,french;Italianbreakfast_brunch;,buvette-new-york,FALSE,$$,4,1195,,,,,,,,,,,,,,,,,,,
Dominique Bistro,10014,New York,NY,14 Christopher St_New York_ NY 10014_,(646) 756-4145,wine_bars;french;breakfast_brunch;,dominique-bistro-new-york,FALSE,$$,4,401,,,,,,,,,,,,,,,,,,,
The Boil,10002,New York,NY,139 Chrystie St_New York_ NY 10002_,(212) 925-8815,cajun;seafood;wine_bars;,the-boil-new-york-3,FALSE,$$,4.5,1424,,,,,,,,,,,,,,,,,,,
Mont Blanc 52,10019,New York,NY,344 W 52nd St_New York_ NY 10019_,(212) 582-9648,fondue;modern_european;soup;,mont-blanc-52-new-york-2,FALSE,,,,,,,,,,,,,,,,,,,,,,
